sample,datetime,id,branch,SUBWS,ec,ph,turb,tn,nh4n,no3n,tp,po4,doc
1565,5/28/2019 8:40,,,MUN,110.3,6.61,1.5,0.03,0.132612277,0,0.01,0.088839493,1.112494936
1566,5/28/2019 8:50,,,KJE,97.97,6.81,2.57,0.01,0.163983139,0,0.02,0.00392887,1.19728667
1567,5/28/2019 13:58,,,NFC,133.1,6.98,2.81,0.04,0.120412497,0,0.03,0.002412609,1.298781617
1568,5/28/2019 14:25,,,OGI,93.45,6.96,3.23,0.06,0.143069231,0,0.02,0.00392887,2.391542466
1569,5/28/2019 14:45,,,POR,118.1,6.84,2.8,0.06,0.139583579,0,0.02,0.00392887,2.467504676
1570,5/29/2019 8:30,,,UQL,156.1,6.7,3.66,0.06,0.1273838,0,0.02,0.006961392,1.944356091
1571,5/29/2019 9:30,,,TRE,130.5,6.89,1.65,0.03,0.160497487,0,0.02,0.002412609,1.6985062
1572,5/29/2019 10:00,,,ASEQ,162.2,6.9,2.42,0.06,0.15526901,0,0.02,0.002412609,1.767045986
1573,5/29/2019 10:00,,,SEQ,131,6.97,5.8,0.15,0.144812056,0.007068457,0.03,0.005445131,2.722166629
1574,5/29/2019 10:00,,,WIL,173.3,7.19,1.52,0.04,0.163983139,0,0.02,0.00392887,1.2310451
1575,5/29/2019 10:20,,,BWIL,137.1,6.88,3.6,0.39,0.177925744,0,0.02,0.00392887,1.912585614
1576,5/29/2019 10:20,,,YOC,125.4,6.8,8.78,0.13,0.158754662,0.000596792,0.04,0.005445131,1.60032175
1577,5/29/2019 11:00,,,RIC,130.2,6.93,2.32,0.07,0.165725964,0,0.02,0.00392887,2.012877496
1578,5/29/2019 12:30,,,QUE,150.9,7.14,3.34,0.09,0.160497487,0,0.02,0.005445131,2.381722183
1579,5/29/2019 12:30,,,SFC,144.2,7.1,3.86,0.09,0.162240313,0,0.02,0.00392887,2.372002998
1580,6/10/2019 13:20,,,ZIE,127.9,7.11,5.81,0.024393222,,0.021766198,0.01,0.01,4.092693105
1581,6/12/2019 8:20,,,KJE,97.62,6.87,4.75,0,0.036857426,0.065207977,0.01,0,1.703064875
1582,6/12/2019 9:10,,,MUN,124.4,6.86,5.8,0.226034193,0.031865823,0.021766198,0.007,0,2.719977974
1583,6/12/2019 9:50,,,NFC,143.1,6.76,1.66,0.170409098,0.006907807,0.015560229,0.01,0.01,2.020091133
1584,6/12/2019 10:10,,,ZIE,92.44,6.84,2.85,0.114784002,0.040185162,0.024248585,0.007,0,4.916464353
1585,6/12/2019 10:38,,,YOC,133.2,6.79,9.89,0.031346359,0.02687422,0.021766198,0.023,0,4.481292833
1586,6/12/2019 11:22,,,WIL,228.8,7,2.13,0.010486949,0.025210352,0.015560229,0.013,0.01,1.432017289
1587,6/12/2019 14:20,,,UQL,150.81,7.1,10,0.010486949,0.018554881,0.015560229,0.013,0,2.532134185
1588,6/12/2019 14:40,,,TRE,115.5,7.04,3.1,0,0.02687422,0.023007391,0.013,0.01,2.7480814
1589,6/12/2019 15:10,,,ASEQ,188.4,6.95,2.59,0.024393222,0.021882617,0.016801423,0.007,0,2.931130307
1590,6/12/2019 15:10,,,SEQ,140.6,7.05,10.5,0.107830866,0.021882617,0.030454553,0.023,0,2.940032771
1591,6/12/2019 15:40,,,RIC,115.2,7.09,3.48,0.017440085,0.028538088,0.01928381,0.023,0.01,4.063439221
1592,6/13/2019 7:45,,,OGI,84.51,7.17,9.14,0.066112044,0.023546485,0.014319035,0.013,0,2.680209906
1593,6/13/2019 8:35,,,POR,93.38,7.09,5.42,0.045252633,0.025210352,0.014319035,0.017,0,2.900540881
1594,6/13/2019 8:55,,,QUE,158.5,6.85,2.98,0.010486949,0.015227146,0.013077842,0.02,0.01,3.23324461
1595,6/13/2019 10:00,,,SFC,124.1,6.84,2.75,0.010486949,0.013563278,0.008113067,0.01,0,2.494680524
1596,6/26/2019 11:00,,,ZIE,117.8,6.93,4.04,0.010486949,0.036857426,0.014319035,0.01,0,2.587573111
1597,6/26/2019 11:40,,,YOC,137.3,6.94,4.46,0.017440085,0.018554881,0.014319035,0.01,0,2.33661618
1598,6/26/2019 12:20,,,WIL,274.4,7.25,0.98,0.191268509,0.020218749,0.015560229,0.01,0.01,3.682124181
1599,6/26/2019 13:30,,,SEQ,129.8,7.27,12,0.309471836,0.038521294,0.027972166,0.017,0,3.215035725
1600,6/26/2019 14:20,,,RIC,117.4,7.3,1.67,0.017440085,0.028538088,0.020525004,0.013,0,5.520241499
1601,6/26/2019 15:10,,,OGI,75.9,7.16,4.15,0.024393222,0.036857426,0.021766198,0.01,0,6.254433302
1602,7/1/2019 10:00,,,WIL,247.4,7.19,1.65,0.100877729,0.061815442,0.078861107,0.007,0,6.378408123
1603,7/2/2019 9:30,,,NFC,130.7,7.39,0.92,0,0.036857426,0.025489779,0.007,0.01,5.68007565
1604,7/17/2019 13:00,,,NFC,131.4,7.25,0.91,0.010486949,0.013563278,0.020525004,0.01,0.01,3.797693955
1605,7/23/2019 11:00,,,RIC,138.5,7.24,1.25,0.017440085,0.021882617,0.020525004,0.01,0,4.529973076
1606,7/23/2019 12:15,,,SEQ,173.2,7.14,4.22,0.024393222,0.02687422,0.091273044,0.017,0.01,5.715350422
1607,7/23/2019 12:30,,,ASEQ,234.5,7.14,10.85,0.010486949,0.028538088,0.020525004,0.01,0,3.737098808
1608,7/23/2019 12:55,,,TRE,124.5,7.28,1.39,0.010486949,0.040185162,0.021766198,0.01,0.01,3.220991156
1609,7/23/2019 14:20,,,POR,97.82,7.37,3.54,0.024393222,0.035193559,0.021766198,0.01,0,5.553591298
1610,7/23/2019 15:20,,,OGI,79.78,7.33,5.88,0.059158907,0.025210352,0.01928381,0.02,0,3.491935997
1611,7/25/2019 9:10,,,BWIL,241.3,6.99,1.02,0.003533812,0.011899411,0.024248585,0.017,0,5.719933945
1612,7/25/2019 9:40,,,UQL,191.4,7.1,14.3,1.199473363,0.35465616,0.092514238,0.082,0,4.739096043
1613,7/25/2019 11:10,,,WIL,285.7,7.52,0.78,0.080018318,0.046840633,0.025489779,0.029,0.02,3.427553894
1614,7/25/2019 12:00,,,YOC,158,7.31,2.62,0.024393222,0.058487707,0.024248585,0.01,0,5.641966422
1615,7/25/2019 13:50,,,ZIE,126.3,7.34,3.43,0.003533812,0.023546485,0.014319035,0.01,0,2.866276221
1616,7/26/2019 8:40,,,QUE,177.8,7.16,1.93,0.107830866,0.025210352,0.016801423,0.017,0.01,4.335584674
1617,7/26/2019 11:20,,,SFC,146.8,7.21,1.46,0.024393222,0.00524394,0.021766198,0.013,0,4.109179973
1618,7/26/2019 12:10,,,NFC,159.4,7.01,0.82,0.031346359,0.02687422,0.018042617,0.007,0,3.492931514
1619,8/1/2019 10:10,,,NFC,140.2,6.96,0.77,0.135643413,0.066807045,0.026730972,0.007,0,7.880325115
1620,8/5/2019 10:30,,,YOC,142.1,6.85,2.69,0.045252633,0.028538088,0.021766198,0.01,0,3.645015078
1621,8/5/2019 11:00,,,WIL,287.8,7.52,0.56,0.003533812,0.020218749,0.013077842,0.017,0.02,3.524227292
1622,8/5/2019 11:40,,,BWIL,231.3,7.46,1,0.017440085,0.011899411,0.039142909,0.013,0,2.724677073
1623,8/5/2019 13:00,,,UQL,153.3,7.4,4.14,0.017440085,0.035193559,0.025489779,0.017,0,4.08279802
1624,8/5/2019 13:40,,,TRE,159.1,7.31,2.81,0.066112044,0.020218749,0.018042617,0.02,0.01,3.312339002
1625,8/5/2019 14:00,,,ASEQ,229.5,7.27,1.7,0.080018318,0.025210352,0.023007391,0.007,0,3.458908051
1626,8/5/2019 14:10,,,SEQ,184.3,7.3,5.48,0.107830866,0.040185162,0.05279604,0.013,0.01,3.205103605
1627,8/6/2019 10:30,,,SFC,131.8,7.27,4.68,0.080018318,0.011899411,0.021766198,0.01,0.01,3.76482732
1628,8/6/2019 12:40,,,QUE,169.5,7.2,4.9,0.045252633,0.031865823,0.014319035,0.01,0.01,4.638476681
1629,8/6/2019 13:40,,,RIC,111.8,7.19,1.28,0.003533812,0.025210352,0.006871873,0.007,0,3.043637145
1630,8/22/2019 8:45,,,ZIE,154.8,7.18,1.28,0,0.056923574,0.015867242,0.002613982,0,4.699467207
1631,8/22/2019 9:10,,,UQL,312.2,7.27,1.25,1.035206787,0.273570586,0.021677826,0.245896657,0.25,14.82201795
1632,8/22/2019 9:50,,,WIL,303.8,7.63,0.14,0,0.033092403,0.00134078,0.030820669,0.02,5.452011774
1633,8/22/2019 9:50,,,BWIL,255.6,7.55,1.92,0.118981972,0.093753566,0.01296195,0.013191489,0,3.925350386
1634,8/22/2019 10:20,,,TRE,141.1,7.56,9.33,0,0.033092403,0.021677826,0.016717325,0.01,5.783374436
1635,8/22/2019 10:50,,,OGI,69.41,7.71,4.92,0,0.030925933,0.015867242,0,0,4.656314976
1636,8/22/2019 10:50,,,ASEQ,225.4,7.31,0.37,0,0.024426523,0.021677826,0.002613982,0.01,4.15489566
1637,8/22/2019 11:30,,,SEQ,187.8,7.36,1.72,0,0.028759463,0.018772534,0.002613982,0.01,6.109339786
1638,8/22/2019 12:00,,,QUE,165.1,7.35,0.85,0,0.041758284,0.027488411,0.009665653,0.02,4.322244774
1639,8/22/2019 12:12,,,RIC,145.5,7.13,1.9,0,0.030925933,0.042014873,0.009665653,0,4.095029297
1640,8/22/2019 12:42,,,SFC,153.7,7.11,2.07,0,0.108918857,0.03910958,0.044924012,0.01,8.020994747
1641,8/22/2019 13:12,,,POR,120,7.33,2.57,0,0.020093582,0.018772534,0.006139818,0.01,4.851471794
1642,8/22/2019 14:00,,,NFC,174.1,6.81,0.7,0,0.059090045,0.030393703,0.013191489,0.01,6.832110689
1643,9/5/2019 9:30,,,TRE,177.9,7,0.68,0,0.046091224,0.047825457,0.006139818,0.01,8.481191484
1644,9/5/2019 9:30,,,ZIE,167.4,6.96,1.23,0.023541888,0.046091224,0.024583119,0.002613982,0,6.757442081
1645,9/5/2019 10:20,,,SEQ,176.2,7.01,1.13,0.150795334,0.035258873,0.036204288,0.023768997,0.01,7.060886573
1646,9/5/2019 10:20,,,ASEQ,281.8,7.26,0.31,0,0.037425343,0.027488411,0,0.01,6.237217532
1647,9/5/2019 11:00,,,RIC,135.3,7.3,1.62,0.036267232,0.059090045,0.059446626,0,0.01,5.69722756
1648,9/5/2019 11:50,,,NFC,181.4,7.18,0.72,0,0.056923574,0.01296195,0.009665653,0.02,6.020032698
1649,9/5/2019 12:20,,,POR,115.3,7.2,2,0,0.030925933,0.03910958,0.009665653,0.01,2.878370751
1650,9/5/2019 12:30,,,OGI,85.38,7.35,4.42,0.036267232,0.043924754,0.044920165,0.006139818,0.01,6.142293748
1651,9/5/2019 13:00,,,SFC,132.8,7.03,2.22,0,0.015760642,0.024583119,0.009665653,0.01,3.936988557
1652,8/1/2019 10:10,,,WIL,,,,,,,,,
1653,8/5/2019 10:30,,,QUE,,,,,,,,,
1654,8/5/2019 11:00,,,ZIE,,,,,,,,,
1655,8/5/2019 11:40,,,BWIL,,,,,,,,,
1656,8/5/2019 13:00,,,WIL,,,,,,,,,
1657,8/5/2019 13:40,,,TRE,,,,,,,,,
1658,8/5/2019 14:00,,,ASEQ,,,,,,,,,
1659,8/5/2019 14:10,,,SEQ,,,,,,,,,
1660,8/6/2019 10:30,,,RIC,,,,,,,,,
1661,8/6/2019 12:40,,,POR,,,,,,,,,
1662,8/6/2019 13:40,,,QUE,,,,,,,,,
1663,8/22/2019 8:45,,,SFC,,,,,,,,,
1664,8/22/2019 9:10,,,NFC,,,,,,,,,
1665,8/22/2019 9:50,,,OGI,,,,,,,,,
1666,8/22/2019 9:50,,,S640,,,,,,,,,
1667,10/1/2019 9:30,grab,,ZIE,,,,,,,,,
1668,10/1/2019 9:15,grab,,TRE,,,,,,,,,
1669,10/1/2019 9:57,grab,,ASEQ,,,,,,,,,
1670,10/1/2019 10:10,grab,,SEQ,,,,,,,,,
1671,10/1/2019 10:20,grab,,BWIL,,,,,,,,,
1672,10/1/2019 10:22,grab,,POR,,,,,,,,,
1673,10/1/2019 10:30,grab,,WIL,,,,,,,,,
1674,10/1/2019 10:40,grab,,RIC,,,,,,,,,
1675,10/1/2019 11:30,grab,,QUE,,,,,,,,,
1676,10/1/2019 11:45,grab,,OGI,,,,,,,,,
1677,10/1/2019 12:30,grab,,SFC,,,,,,,,,
1678,10/2/2019 12:55,grab,,NFC,,,,,,,,,
1679,10/23/2019 13:30,grab,,ZIE,,,,,,,,,
1680,10/23/2019 9:30,grab,,NFC,,,,,,,,,
1681,10/23/2019 9:40,grab,PPT,S640,,,,,,,,,
1682,10/23/2019 12:46,grab,,POR,,,,,,,,,
1683,10/23/2019 14:35,grab,,QUE,,,,,,,,,
1684,10/23/2019 9:00,grab,,SFC,,,,,,,,,
1685,10/23/2019 9:30,grab,,POR,,,,,,,,,
1686,10/24/2019 9:35,grab,,TRE,,,,,,,,,
1687,10/24/2019 10:00,grab,,WIL,,,,,,,,,
1688,10/24/2019 10:00,grab,,ASEQ,,,,,,,,,
1689,10/24/2019 10:55,grab,,BWIL,,,,,,,,,
1690,10/24/2019 11:00,grab,,SEQ,,,,,,,,,
1691,10/24/2019 11:46,grab,,RIC,,,,,,,,,
1692,11/14/2019 11:56,grab,,NFC,,,,,,,,,
1693,11/14/2019 12:10,grab,,SFC,,,,,,,,,
1694,11/25/2019 12:10,grab,,WIL,,,,,,,,,
1695,11/25/2019 12:15,grab,,ZIE,,,,,,,,,
1696,11/25/2019 13:10,grab,,TRE,,,,,,,,,
1697,11/25/2019 9:40,grab,,SEQ,,,,,,,,,
1698,11/25/2019 9:45,grab,,RIC,,,,,,,,,
1699,11/25/2019 11:55,grab,,POR,,,,,,,,,
1700,11/26/2019 11:15,grab,,OGI,,,,,,,,,
1701,11/26/2019 8:50,grab,"""DISCO not on site""",QUE,,,,,,,,,
1702,12/6/2019 9:30,grab,,ZIE,,,,,,,,,
1703,12/6/2019 9:50,grab,,WIL,,,,,,,,,
1704,12/6/2019 10:00,grab,,QUE,,,,,,,,,
1705,12/6/2019 11:10,grab,,SFC,,,,,,,,,
1706,12/6/2019 12:00,grab,,TRE,,,,,,,,,
1707,12/6/2019 12:35,DISCO,,ZIE,,,,,,,,,
1708,12/6/2019 12:50,DISCO,,QUE,,,,,,,,,
1709,12/7/2019 13:00,DISCO,,ZIE,,,,,,,,,
1710,12/7/2019 13:15,DISCO,,ZIE,,,,,,,,,
1711,12/7/2019 13:20,DISCO,,QUE,,,,,,,,,
1712,12/7/2019 13:40,DISCO,TRE DD07 DISCO sample time/dates labeled during sample entry,TRE,,,,,,,,,
1713,12/7/2019 13:40,DISCO,,WIL,,,,,,,,,
1714,12/7/2019 8:10,DISCO,,ZIE,,,,,,,,,
1715,12/7/2019 9:10,DISCO,,QUE,,,,,,,,,
1716,12/7/2019 10:40,DISCO,,WIL,,,,,,,,,
1717,12/7/2019 10:45,DISCO,,TRE,,,,,,,,,
1718,12/7/2019 12:00,DISCO,,ZIE,,,,,,,,,
1719,12/7/2019 12:12,DISCO,,UQL,,,,,,,,,
1720,12/7/2019 12:20,DISCO,,QUE,,,,,,,,,
1721,12/7/2019 12:30,DISCO,,ZIE,,,,,,,,,
1722,12/7/2019 7:20,DISCO,,TRE,,,,,,,,,
1723,12/7/2019 7:40,DISCO,,WIL,,,,,,,,,
1724,12/7/2019 7:45,DISCO,,UQL,,,,,,,,,
1725,12/7/2019 8:00,DISCO,,QUE,,,,,,,,,
1726,12/7/2019 8:30,DISCO,,TRE,,,,,,,,,
1727,12/7/2019 8:45,DISCO,,ZIE,,,,,,,,,
1728,12/7/2019 9:05,DISCO,,TRE,,,,,,,,,
1729,12/8/2019 9:30,DISCO,,QUE,,,,,,,,,
1730,12/8/2019 10:00,DISCO,,ZIE,,,,,,,,,
1731,12/8/2019 10:30,DISCO,,ZIE,,,,,,,,,
1732,12/8/2019 10:40,DISCO,,QUE,,,,,,,,,
1733,12/8/2019 8:20,DISCO,,TRE,,,,,,,,,
1734,12/8/2019 8:30,DISCO,,QUE,,,,,,,,,
1735,12/8/2019 8:40,DISCO,,TRE,,,,,,,,,
1736,12/8/2019 8:40,DISCO,,ZIE,,,,,,,,,
1737,12/8/2019 9:20,DISCO,,UQL,,,,,,,,,
1738,12/8/2019 9:40,DISCO,,WIL,,,,,,,,,
1739,12/8/2019 9:50,DISCO,,UQL,,,,,,,,,
1740,12/8/2019 9:50,DISCO,,QUE,,,,,,,,,
1741,12/8/2019 10:25,DISCO,,QUE,,,,,,,,,
1742,12/8/2019 10:35,DISCO,,ZIE,,,,,,,,,
1743,12/8/2019 10:50,DISCO,,UQL,,,,,,,,,
1744,12/8/2019 11:20,DISCO,,TRE,,,,,,,,,
1745,12/8/2019 11:50,DISCO,,QUE,,,,,,,,,
1746,12/8/2019 11:50,DISCO,,ZIE,,,,,,,,,
1747,12/8/2019 12:40,DISCO,,TRE,,,,,,,,,
1748,12/8/2019 12:45,DISCO,,UQL,,,,,,,,,
1749,12/8/2019 12:50,DISCO,,TRE,,,,,,,,,
1750,12/8/2019 7:35,DISCO,,UQL,,,,,,,,,
1751,12/8/2019 8:10,DISCO,,ZIE,,,,,,,,,
1752,12/8/2019 8:10,DISCO,,UQL,,,,,,,,,
1753,12/8/2019 8:10,DISCO,,TRE,,,,,,,,,
1754,12/9/2019 9:00,DISCO,,QUE,,,,,,,,,
1755,12/9/2019 9:00,DISCO,,ZIE,,,,,,,,,
1756,12/9/2019 9:05,DISCO,,ZIE,,,,,,,,,
1757,12/9/2019 9:40,DISCO,,ZIE,,,,,,,,,
1758,12/9/2019 9:40,DISCO,,ZIE,,,,,,,,,
1759,12/9/2019 10:10,DISCO,,ZIE,,,,,,,,,
1760,12/9/2019 10:10,DISCO,,ZIE,,,,,,,,,
1761,12/10/2019 10:30,DISCO,,ZIE,,,,,,,,,
1762,12/10/2019 10:55,DISCO,,ZIE,,,,,,,,,
1763,12/10/2019 11:30,DISCO,,ZIE,,,,,,,,,
1764,12/10/2019 11:35,DISCO,,ZIE,,,,,,,,,
1765,12/13/2019 12:20,grab,,UQL,,,,,,,,,
1766,12/13/2019 12:30,grab,,ZIE,,,,,,,,,
1767,12/13/2019 13:00,grab,,TRE,,,,,,,,,
1768,12/13/2019 7:40,grab,,WIL,,,,,,,,,
1769,12/20/2019 9:15,grab,,ZIE,,,,,,,,,
1770,12/20/2019 9:20,grab,,WIL,,,,,,,,,
1771,12/20/2019 9:40,grab,,UQL,,,,,,,,,
1772,12/20/2019 9:40,grab,,TRE,,,,,,,,,
1773,12/20/2019 9:50,grab,,QUE,,,,,,,,,
1774,12/21/2019 10:25,DISCO,,ZIE,,,,,,,,,
1775,12/21/2019 11:15,DISCO,,ZIE,,,,,,,,,
1776,12/21/2019 11:30,DISCO,,ZIE,,,,,,,,,
1777,12/21/2019 9:40,DISCO,,ZIE,,,,,,,,,
1778,12/22/2019 9:50,DISCO,,TRE,,,,,,,,,
1779,12/22/2019 12:40,DISCO,,UQL,,,,,,,,,
1780,12/22/2019 13:58,DISCO,,UQL,,,,,,,,,
1781,12/22/2019 8:40,DISCO,,UQL,,,,,,,,,
1782,12/22/2019 8:50,DISCO,,UQL,,,,,,,,,
1783,12/23/2019 13:58,DISCO,,UQL,,,,,,,,,
1784,12/23/2019 14:25,DISCO,,UQL,,,,,,,,,
1785,12/23/2019 14:45,DISCO,,UQL,,,,,,,,,
1786,12/23/2019 8:30,DISCO,,UQL,,,,,,,,,
1787,12/23/2019 9:30,grab,,ZIE,,,,,,,,,
1788,12/23/2019 10:00,grab,,UQL,,,,,,,,,
1789,12/23/2019 10:00,grab,,TRE,,,,,,,,,
1790,12/23/2019 10:00,grab,,WIL,,,,,,,,,
1791,12/30/2019 10:20,grab,,S640,,,,,,,,,
