sample,datetime,id,branch,SUBWS,ec,ph,turb,tn,nh4n,no3n,tp,po4,doc
500,1/19/2018 4:20,,,UQL,140,6.95,24.9,0.1,0.01,0,0.043,0.003,3.66
501,1/20/2018 8:20,,,UQL,147,6.88,22.9,0.1,0.01,0,0.031,0.004,2.32
502,1/22/2018 14:00,,,UQL,109,6.87,30.4,0.16,0.01,0,0.04,0,4.11
503,1/23/2018 12:00,,,UQL,123,6.89,26.6,0.06,0.02,0,0.031,0,2.74
504,1/18/2018 11:30,,,WIL,219,7.28,12.9,0.15,0.02,0.088,0.046,0.001,7.13
505,1/19/2018 3:30,,,WIL,192,7.28,20.7,0.05,0.01,0,0.046,0.006,3.32
506,1/20/2018 9:30,,,WIL,190,7.14,13.1,0.04,0.01,0,0.031,0.008,2.85
507,1/22/2018 13:20,,,WIL,122,7.2,26.8,0.08,0,0,0.055,0.012,3.77
508,1/23/2018 11:20,,,WIL,146,7.19,20.5,0.03,0.01,0,0.055,0.028,2.46
509,1/18/2018 11:20,,,TRE,133,6.87,12.9,0.09,0.01,0,0.037,0.001,4.58
510,1/19/2018 3:20,,,TRE,124,6.86,18.9,0.11,0.01,0,0.049,0.004,3.02
511,1/20/2018 7:20,,,TRE,122,6.74,13.6,0.05,0.01,0,0.028,0.004,0
512,1/23/2018 14:15,,,TRE,110,6.99,18.1,0.16,0.02,0,0.04,0.009,1.86
513,1/25/2018 15:10,,,S640,,,0.47,0.18,0.1,0.02,0.004,0,0.38
514,1/24/2018 13:18,,,ZIE,103,6.92,33.4,0.19,0.02,0,0.059,0,4.63
515,1/24/2018 19:18,,,ZIE,82,7,40.1,0.22,0.02,0,0.076,0,4.87
516,1/24/2018 23:18,,,ZIE,94,6.89,26.8,0.22,0.02,0,0.047,0,4.13
517,1/25/2018 9:18,,,ZIE,97,6.92,24.8,0.17,0.02,0,0.04,0,3.12
518,1/26/2018 9:18,,,ZIE,103,7.05,18.4,0.16,0.02,0,0.034,0.001,3.08
519,1/24/2018 12:00,,,WIL,141,7.12,17.1,0.15,0.01,0,0.04,0.009,3.68
520,1/24/2018 18:00,,,WIL,115,7.18,29,0.19,0.01,0,0.063,0.009,4.4
521,1/25/2018 0:00,,,WIL,112,7.13,24,0.18,0.01,0,0.047,0.006,3.22
522,1/25/2018 10:00,,,WIL,129,7.22,20.3,0.16,0.02,0,0.043,0.006,2.57
523,1/26/2018 10:00,,,WIL,127,7.22,15.8,0.12,0.06,0.052,0.034,0,3.16
524,1/24/2018 12:00,,,UQL,120,7.08,21.2,0.15,0.03,0,0.03,0.001,3.32
525,1/24/2018 18:00,,,UQL,104,6.88,29,0.18,0.04,0,0.037,0.001,4.62
526,1/24/2018 22:00,,,UQL,103,6.92,26,0.2,0.03,0,0.04,0.001,4.39
527,1/25/2018 10:00,,,UQL,103,6.95,24.2,0.18,0.03,0,0.037,0.003,3.3
528,1/26/2018 10:00,,,UQL,106,7.1,20.7,0.16,0.01,0,0.034,0.004,2.8
529,1/24/2018 12:00,,,TRE,111,6.96,26.8,0.21,0.02,0,0.069,0.006,4.16
530,1/24/2018 18:00,,,TRE,107,6.91,28.1,0.17,0.02,0,0.063,0.006,3.64
531,1/24/2018 22:00,,,TRE,102,6.85,27,0.19,0.02,0.002,0.066,0.003,2.9
532,1/25/2018 8:00,,,TRE,105,6.95,18.7,0.21,0.02,0,0.043,0.003,2.28
533,1/25/2018 22:00,,,TRE,101,6.96,17.1,0.13,0.01,0,0.034,0.004,2.27
534,2/6/2018 10:32,,,NFC,153,7.14,1.73,0.11,0.01,0,0.034,0.005,1.04
535,2/7/2018 14:38,,,RIC,122,7.1,2.48,0.11,0.01,0,0.037,0.01,2.22
536,2/6/2018 9:40,,,KJE,111,6.81,3.7,0.14,0.02,0,0.034,0.01,0.87
537,2/7/2018 10:05,,,ZIE,132,6.93,5.09,0.13,0.01,0,0.043,0,1.54
538,2/7/2018 10:39,,,YOC,139,7.13,9.47,0.14,0.01,0,0.047,0.001,1.83
539,2/6/2018 14:14,,,POR,128,6.95,4.22,0.09,0.01,0,0.034,0.019,2.34
540,2/7/2018 10:55,,,WIL,219,7.48,1.65,0.06,0.01,0,0.043,0.047,3.09
541,2/7/2018 13:56,,,SEQ,200,7.38,1.5,0.07,0.01,0,0.034,0.019,1.61
542,2/6/2018 14:00,,,SFC,173,7.13,3.38,0.1,0.01,0,0.037,0.028,2.4
543,2/7/2018 11:25,,,UQL,143,7.06,8.52,0.12,0.01,0,0.04,0.024,1.36
544,2/6/2018 13:47,,,OGI,98,6.88,7.54,0.1,0.01,0,0.053,0.038,1.91
545,2/6/2018 9:45,,,MUN,115,7.04,4.74,0.13,0.02,0,0.05,0.015,0.59
546,2/7/2018 12:50,,,TRE,131,7.19,3.49,0.07,0.01,0,0.037,0.052,1.2
547,2/7/2018 10:45,,,BWIL,170,7.19,2.48,0.08,0.01,0,0.037,0.024,1.49
548,2/7/2018 14:26,,,ASEQ,172,7.31,5.8,0.13,0.01,0,0.05,0.019,2.36
549,2/22/2018 9:36,,,MUN,126,7.17,6.43,0.13,0.01,0,0.053,0.019,0.52
550,2/23/2018 13:18,,,RIC,146,7.28,2.36,0.12,0.01,0,0.04,0.019,1.44
551,2/23/2018 11:49,,,WIL,268,7.67,0.9,0.1,0.01,0,0.04,0.042,0.7
552,2/22/2018 9:41,,,KJE,120,7.09,7.5,0.09,0.02,0,0.047,0.019,1.1
553,2/22/2018 14:50,,,OGI,90,6.85,5,0.16,0.01,0,0.043,0.015,0.93
554,2/22/2018 15:17,,,SFC,189,7.18,2.06,0.22,0,0,0.043,0.015,1.57
555,2/22/2018 11:03,,,NFC,155,7.36,0.99,0.07,0,0,0.034,0.038,0.81
556,2/23/2018 11:34,,,YOC,148,7.11,5.95,0.18,0,0,0.04,0.015,1.15
557,2/23/2018 11:02,,,ZIE,138,6.98,7.56,0.16,0,0,0.037,0.015,0.95
558,2/22/2018 15:37,,,QUE,201,7.22,2,0.16,0,0,0.037,0.019,1.63
559,2/23/2018 12:40,,,SEQ,196,7.29,9.3,0.23,0,0,0.076,0.019,2.16
560,2/22/2018 15:23,,,POR,122,7.08,3.66,0.07,0,0,0.04,0.028,2.4
561,2/23/2018 11:58,,,TRE,146,7.34,4.68,0.12,0,0,0.05,0.033,1
562,2/15/2018 12:15,,,QUE,201,7.24,2.91,0.17,0,0,0.047,0.015,1.5
563,2/23/2018 10:24,,,S640,54,5.87,2.18,0.66,0.24,0.016,0.024,0.019,1.29
564,2/23/2018 11:47,,,BWIL,205,7.37,1.86,0.08,0,0,0.011,0.01,1.29
565,2/23/2018 11:18,,,UQL,148,7.12,14.5,0.13,0.01,0,0.041,0.015,0.88
566,3/1/2018 11:36,,,SFC,147,6.83,26.8,0.46,0,0.182,0.057,0.028,5.76
567,3/1/2018 13:05,,,QUE,149,6.92,28.3,0.39,0,0.099,0.057,0.019,3.27
568,3/1/2018 14:25,,,NFC,139,7.21,15.2,0.14,0,0,0.037,0.024,5.27
569,3/1/2018 11:55,,,SFC,8,5.41,1.7,0.17,0,0,0.018,0.024,0.97
570,2/27/2018 14:33,,,S640,20,5.64,0.6,0.27,0.15,0.041,0.008,0.024,0.69
571,3/1/2018 10:15,,,YOC,122,7.07,43.9,0.28,0,0,0.057,0.019,4.66
572,3/1/2018 10:28,,,BWIL,140,6.97,23.9,0.35,0,0,0.047,0.024,3.97
573,3/1/2018 10:30,,,WIL, , ,  ,0.22,,0,0.05,0.019,
574,3/1/2018 10:55,,,SEQ,148,6.89,47.8,0.43,0,0.013,0.087,0.033,6.37
575,3/1/2018 10:50,,,ASEQ,145,7.19,32,0.35,0,0,0.064,0.024,5.47
576,3/1/2018 11:30,,,RIC,129,6.82,13.9,0.23,0,0,0.034,0.015,4.52
577,3/1/2018 9:45,,,UQL,115,7,51.1,0.22,0,0.243,0.067,0.024,3.32
578,3/1/2018 12:00,,,POR,120,6.79,35,0.17,0,0,0.057,0.028,5.62
579,3/1/2018 13:31,,,OGI,111,6.83,27.2,0.2,0,0,0.047,0.028,3.91
580,3/1/2018 9:22,,,ZIE,120,6.88,27.7,0.19,0,0,0.044,0.028,3.59
581,3/1/2018 10:20,,,TRE,121,7.08,26,0.18,0,0,0.057,0.015,3.23
582,3/2/2018 10:22,,,KJE,98,7.01,21.7,0.12,0,0,0.037,0.019,1.72
583,3/2/2018 10:20,,,MUN,107,7.01,30.2,0.15,0,0,0.044,0.015,1.85
584,3/7/2018 11:44,,,BWIL,144,7.14,9.1,0.11,0,0,0.018,0.019,1.78
585,3/7/2018 11:50,,,WIL,189,7.12,5.2,0.19,0,0,0.021,0.047,1.09
586,3/7/2018 11:35,,,TRE,118,7.05,21,0.13,0,0,0.057,0.015,1.37
587,3/7/2018 10:18,,,ZIE,116,7.01,10.6,0.11,0,0,0.018,0.015,1.11
588,3/7/2018 12:30,,,ASEQ,167,7.21,7.8,0.1,0,0,0.018,0.019,1.9
589,3/7/2018 13:23,,,RIC,131,7.07,11.6,0.15,0,0,0.041,0.019,1.8
590,3/7/2018 12:33,,,SEQ,154,7.15,13.3,0.15,0,0,0.024,0.015,2.27
591,3/7/2018 14:12,,,POR,125,7.08,8.6,0.12,0,0,0.021,0.015,2.49
592,3/7/2018 11:35,,,YOC,116,7.18,16.1,0.14,0,0,0.027,0.015,1.73
593,3/7/2018 14:45,,,OGI,100,6.82,4.6,0.13,0,0,0.014,0.015,1.44
594,3/7/2018 15:13,,,SFC,23,5.26,1.5,0.13,0.01,0,0.011,0.019,0.83
595,3/7/2018 11:07,,,UQL,129,7.14,18.6,0.15,0,0,0.037,0.024,1.09
596,3/1/2018 14:00,,,QUE,144,6.83,87.5,0.43,0,0.135,0.132,0.024,5.25
597,3/1/2018 23:00,,,WIL,186,6.9,18.7,0.19,0,0,0.041,0.024,2.93
598,3/1/2018 10:00,,,ZIE,118,6.93,21.3,0.2,0,0,0.037,0.024,3.69
599,3/1/2018 23:00,,,TRE,122,6.57,22.7,0.44,0,0.297,0.057,0.056,2.64
600,3/2/2018 5:00,,,WIL,179,6.97,20,0.17,0.01,0,0.037,0.052,2.44
601,3/2/2018 22:00,,,UQL,122,6.69,23.2,0.28,0,0,0.034,0.033,3.06
602,3/2/2018 0:00,,,UQL,121,6.65,23.9,0.45,0.29,0,0.031,0.038,4.17
603,3/2/2018 18:00,,,QUE,142,6.98,26,0.26,0.02,0,0.054,0.033,3.73
604,3/2/2018 21:00,,,TRE,114,6.69,18.8,0.2,0,0,0.044,0.028,2.61
605,3/2/2018 18:42,,,ZIE,113,6.87,18.9,0.17,0,0,0.027,0.024,2.9
606,3/2/2018 2:42,,,ZIE,116,6.98,25.3,0.2,0,0,0.037,0.033,2.99
607,3/2/2018 0:06,,,ZIE,115,7.02,22.8,0.17,0,0,0.034,0.024,3.31
608,3/2/2018 23:00,,,WIL,173,7.07,19.5,0.17,0,0,0.044,0.038,3.76
609,3/2/2018 8:42,,,ZIE,135,6.88,21.4,0.27,0,0,0.041,0.363,2.89
610,3/3/2018 6:00,,,QUE,163,6.97,24,0.28,0,0.016,0.044,0.024,3.99
611,3/3/2018 12:00,,,QUE,161,7.1,22.1,0.25,0,0,0.044,0.033,3.4
612,3/3/2018 0:00,,,QUE,166,6.95,23.3,0.3,0,0.027,0.047,0.038,3.79
613,3/3/2018 9:00,,,WIL,199,7.02,20.2,0.21,0,0,0.044,0.038,2.72
614,3/3/2018 7:00,,,TRE,136,6.84,16.1,0.14,0,0.002,0.031,0.019,2.39
615,3/3/2018 4:42,,,ZIE,128,6.93,20.2,0.18,0,0,0.037,0.028,2.97
616,3/3/2018 0:42,,,ZIE,114,6.71,20.5,0.15,0.01,0,0.031,0.052,4.77
617,3/3/2018 5:00,,,WIL,198,6.98,18.2,0.24,0,0,0.034,0.028,2.53
618,3/3/2018 8:00,,,UQL,139,6.84,27.3,0.24,0,0,0.037,0.033,2.58
619,3/7/2018 14:35,,,QUE,163,7.24,8.41,0.09,0.03,0,0.018,0.024,2.22
620,3/7/2018 15:00,,,SFC,186,7.09,3.52,0.03,0.03,0.001,0.004,0.028,2.56
621,3/16/2018 9:00,,,UQL,120,7.04,25.3,0.08,0.04,0.017,0.015,0.024,2.68
622,3/21/2018 12:03,,,UQL,158,7.08,16.5,0,0.01,0,0.004,0.028,1.19
623,3/16/2018 23:00,,,UQL,118,6.94,20.5,0.05,0.04,0,0.013,0.033,2.08
624,3/15/2018 21:00,,,UQL,126,6.99,21.7,0.07,0.04,0.014,0.015,0.247,2.81
625,3/15/2018 13:00,,,UQL,142,7.08,14.3,0.1,0.04,0,0.027,0.028,2.56
626,3/17/2018 11:00,,,UQL,124,6.95,21.4,0.03,0.03,0,0.01,0.024,1.93
627,3/16/2018 13:00,,,TRE,132,6.98,11,0.07,0.03,0,0.024,0.028,2.94
628,3/15/2018 19:00,,,TRE,129,7.01,15.9,0.03,0.03,0.027,0.03,0.028,2.62
629,3/15/2018 13:00,,,TRE,121,6.98,13,0.02,0.03,0,0.013,0.024,1.8
630,3/17/2018 3:00,,,TRE,123,6.91,13.3,0,0.05,0,0.007,0.024,1.95
631,3/17/2018 11:00,,,TRE,121,6.96,10.5,0,0.03,0,0.01,0.028,1.5
632,3/21/2018 13:20,,,TRE,134,7.03,5.38,0,0,0,0.048,0.033,1.3
633,3/21/2018 14:05,,,SEQ,169,7.26,12.1,0.03,0.03,0,0.01,0.024,2.77
634,3/21/2018 14:29,,,RIC,153,7.12,4.5,0,0.03,0,0.001,0.024,2.2
635,3/21/2018 14:10,,,ASEQ,176,7.14,5.05,0.05,0.02,0,0.007,0.019,1.91
636,3/15/2018 10:12,,,ZIE,142,7.1,13.5,0.05,0.04,0,0.013,0.019,2.78
637,3/16/2018 9:21,,,ZIE,113,6.89,15.3,0.08,0.05,0.011,0.007,0.024,3.09
638,3/21/2018 9:25,,,ZIE,134,7.16,12.9,0,0.02,0,0.004,0.038,2.19
639,3/21/2018 10:00,,,YOC,131,7.13,12.8,0,0.01,0,0.007,0.019,1.61
640,3/21/2018 10:29,,,WIL,179,7.3,9.68,0,0,0,0.01,0.047,1.12
641,3/21/2018 10:48,,,BWIL,148,7.63,10.6,0,0,0,0.007,0.038,1.59
642,3/16/2018 12:00,,,WIL,152,7.52,20.6,0.26,0,0,0.024,0.028,2.26
643,3/17/2018 0:00,,,WIL,131,7.23,14.7,0.02,0.02,0,0.015,0.024,1.98
644,3/15/2018 12:00,,,WIL,172,7.41,10.1,0.03,0.04,0,0.01,0.033,2.89
645,3/15/2018 4:00,,,WIL,142,7.28,23.5,0.07,0.01,0,0.042,0.033,2.69
646,3/17/2018 10:00,,,WIL,131,7.2,11.2,0.03,0.02,0,0.01,0.038,1.66
647,3/22/2018 12:01,,,QUE,146,7.2,6.69,0.01,0.02,0,0.007,0.033,3.24
648,3/15/2018 15:00,,,QUE,132,7.05,12.9,0.29,0.04,0.082,0.018,0.038,6.57
649,3/15/2018 23:00,,,QUE,124,6.93,19.3,0.2,0.04,0.014,0.039,0.047,4.63
650,3/16/2018 9:00,,,QUE,122,6.91,17.1,0.14,0.02,0.017,0.024,0.038,4.38
651,3/16/2018 23:00,,,QUE,118,6.99,21.2,0.12,0.02,0,0.024,0.042,3.55
652,3/17/2018 13:00,,,QUE,123,6.9,14.8,0.1,0.04,0.053,0.018,0.028,3.5
653,3/15/2018 9:55,,,ZIE,118,7.25,17.6,0,0.03,0,0.018,0.028,1.72
654,3/15/2018 11:08,,,WIL,170,7.47,14.7,0.01,0.02,0.03,0.027,0.052,2.69
655,3/15/2018 12:50,,,TRE,109,6.98,14.5,0.06,0.01,0,0.027,0.042,3.4
656,3/15/2018 11:00,,,BWIL,133,7.27,12.9,0.01,0.02,0,0.024,0.033,2.76
657,3/15/2018 14:30,,,QUE,131,6.95,22,0.23,0.02,0,0.059,0.042,5.04
658,3/15/2018 14:29,,,OGI,102,7.09,43,0.95,0.04,0,0.082,0.028,6.36
659,3/15/2018 14:50,,,SFC,132,6.96,16.5,0.14,0.03,0,0.027,0.038,4.43
660,3/15/2018 14:55,,,SFC,11,5.27,1.28,0,0.02,0,0,0.028,0.83
661,3/15/2018 12:20,,,UQL,118,7.13,25.5,0.06,0.03,0,0.027,0.033,2.45
662,3/15/2018 10:52,,,YOC,119,7.08,19.7,0.06,0.01,0,0.027,0.033,2.85
663,3/15/2018 13:28,,,SEQ,140,7.06,52.6,0.34,0.02,0,0.147,0.028,5.89
664,3/15/2018 13:20,,,ASEQ,135,7.08,21.2,0.15,0.01,0,0.045,0.033,5.06
665,3/15/2018 13:51,,,RIC,121,7.06,24.3,0.16,0.02,0,0.059,0.042,4.84
666,3/15/2018 14:14,,,POR,107,6.9,47.8,0.19,0.02,0,0.094,0.033,7.84
667,3/16/2018 8:36,,,KJE,90,7.05,23.2,0,0.02,0,0.027,0.028,1.71
668,3/20/2018 14:05,,,SFC,145,7.05,9.01,0.05,0.03,0,0.01,0.033,2.09
669,3/20/2018 14:25,,,POR,121,6.93,5.94,0.04,0.05,0,0.004,0.028,2.93
670,3/20/2018 14:30,,,SFC,18,5.37,0.74,0,0.03,0,0.001,0.019,0.45
671,3/20/2018 8:53,,,KJE,89,7.09,9.28,0,0.02,0,0.001,0.042,0.85
672,3/20/2018 14:15,,,OGI,103,7.07,5.88,0.2,0.04,0,0.004,0.033,1.58
673,3/8/2018 15:42,,,s640,12,5.48,0.4,0.1,0.09,0.005,0,0.024,0.49
674,3/8/2018 15:42,,,s640,13,5.53,0.66,0,0.01,0,0.001,0.047,0.53
675,3/20/2018 8:50,,,MUN,110,7.06,7.06,0,0.01,0,0,0.028,0.61
676,3/16/2018 8:31,,,MUN,96,7.01,26.7,0,0.01,0,0.024,0.028,1.55
677,3/8/2018 11:36,,,NFC,116,7.17,39.5,0,0.05,0.03,0.004,0.038,1
678,3/16/2018 13:40,,,SFC,116,7.14,32.2,0.25,0.02,0.175,0.048,0.047,3.34
679,3/8/2018 9:37,,,MUN,108,7.15,2.12,0,0.05,0,0,0.033,0.52
680,3/8/2018 13:25,,,NFC,129,7.1,3.97,0,0.03,0,0.004,0.042,1.13
681,3/8/2018 9:40,,,KJE,96,7.2,7.07,0.08,0.03,0,0.004,0.038,0.78
682,3/26/2018 12:51,,,s640,26,5.69,0.48,0.08,0.1,0.024,0,0.038,0.35
683,3/26/2018 12:52,,,s640,16,5.07,0.68,0,0.03,0.027,0.027,0.042,0.35
684,3/28/2018 14:15,,,SFC,18,5.61,0.66,0.05,0.03,0.021,0,0.042,0.34
685,3/28/2018 12:54,,,NFC,12,5.73,0.66,0,0.02,0,0,0.038,0.1
686,3/28/2018 14:01,,,SFC,133,7.03,5.92,0.05,0.01,0.005,0.007,0.028,2.17
687,3/28/2018 8:48,,,KJE,85,7,8.55,0,0.03,0,0.01,0.033,0.46
688,3/28/2018 8:45,,,MUN,100,7.03,6.84,0,0.02,0,0,0.028,0.52
689,3/28/2018 12:40,,,NFC,112,7.2,5.3,0,0.02,0,0.004,0.038,1.04
690,3/29/2018 12:28,,,UQL,127,7.21,15.5,0,0.01,0,0.007,0.028,1.03
691,3/29/2018 12:55,,,TRE,109,7.13,4.69,0,0.05,0,0.001,0.028,0.99
692,3/29/2018 14:05,,,RIC,122,7.22,4.22,0.02,0.02,0,0.001,0.038,1.56
693,3/29/2018 14:35,,,QUE,142,7.35,5.7,0.01,0.04,0,0.004,0.028,1.7
694,3/29/2018 9:05,,,POR,116,7.23,9.25,0,0.02,0,0.013,0.033,1.99
695,3/29/2018 13:30,,,SEQ,126,7.22,13.5,0.03,0.01,0,0.01,0.033,2.07
696,3/29/2018 13:25,,,BSEQ,144,7.36,8.03,0,0.01,0.107,0.007,0.028,1.53
697,3/29/2018 8:55,,,OGI,100,7.35,6.74,0,0.03,0,0.004,0.028,1.35
698,3/29/2018 11:52,,,WIL,140,7.47,8.57,0,0.02,0,0.007,0.047,0.92
699,3/29/2018 11:45,,,BWIL,121,7.43,7.85,0,0.03,0,0.007,0.038,1.43
700,3/29/2018 10:10,,,ZIE,104,7.43,9.97,0,0.04,0,0.007,0.033,1.07
701,3/29/2018 10:55,,,YOC,107,7.4,12.7,0,0.02,0,0.004,0.033,1.41
702,4/5/2018 11:55,,,ASEQ,179,7.57,1.58,0,0.02,0,0.001,0.033,1.31
703,4/5/2018 10:24,,,BWIL,169,7.59,1.54,0,0.05,0,0.001,0.042,1.18
704,4/5/2018 10:15,,,WIL,189,7.63,4.94,0.04,0.01,0,0.024,0.052,0.66
705,4/5/2018 11:05,,,ZIE,119,7.57,4.22,0.01,0.02,0,0,0.028,0.8
706,4/5/2018 8:45,,,OGI,97,7.3,2.43,0.03,0.02,0,0,0.024,1.09
707,4/5/2018 11:00,,,TRE,126,7.3,2.14,0,0.05,0,0.001,0.042,0.92
708,4/6/2018 9:00,,,ZIE,63,7.11,325,0.36,0.03,0,0.441,0.042,5.98
709,4/6/2018 12:15,,,OGI,63,6.99,201,0.38,0.03,0,0.292,0.033,9.31
710,4/6/2018 10:30,,,YOC,60,7,534,0.47,0.03,0,0.811,0.028,7.11
711,4/6/2018 12:10,,,TRE,72,7,391,0.38,0.03,0,0.554,0.012,3.47
712,4/9/2018 14:30,,,s640,6,6.95,2.85,0.37,0.12,0,0.027,0.012,1.38
713,4/5/2018 9:05,,,POR,119,7.09,5.51,0.04,0.03,0,0.018,0.007,2.2
714,4/9/2018 9:05,,,MUN,89,7.04,11.1,0.93,0.04,0,0.004,0.007,0.78
715,4/9/2018 9:09,,,KJE,79,7.14,14.3,0.1,0.04,0,0.001,0.016,0.73
716,4/5/2018 8:40,,,SFC,111,7.4,2.14,0.01,0.03,0,0,0.012,1.58
717,4/5/2018 9:20,,,QUE,59,7.24,1.51,0.54,0.04,0,0,0.012,1.54
718,4/5/2018 10:41,,,YOC,136,7.07,9.14,0,0.04,0,0.004,0.021,1.27
719,4/5/2018 10:20,,,UQL,140,7.04,7.19,0,0.03,0,0,0.016,1.03
720,4/5/2018 12:25,,,RIC,143,6.95,1.63,0,0.02,0,0,0.012,1.43
721,4/6/2018 9:45,,,NFC,92,6.52,93.9,0.34,0.02,0,0.211,0.007,5.53
722,4/6/2018 8:37,,,KJE,73,6.93,42.7,0.13,0.01,0,0.071,0.007,5.81
723,4/9/2018 14:50,,,s640,4,6.04,0.93,0.11,0.06,0,0,0.021,0.85
724,4/6/2018 12:35,,,ASEQ,71,6.68,502,0.41,0.02,0,0.776,0.016,5.98
725,4/6/2018 8:37,,,MUN,77,6.8,133,0.23,0.02,0,0.272,0.012,5.64
726,4/9/2018 9:45,,,NFC,101,6.97,17.6,0,0.03,0,0.018,0.012,1.39
727,4/6/2018 12:45,,,SEQ,62,6.91,309,0.42,0.02,0,0.432,0.016,7.58
728,4/6/2018 13:00,,,POR,77,6.75,223,0.26,0.01,0,0.313,0.016,7.34
729,4/5/2018 11:58,,,SEQ,131,7.28,6.93,0,0.01,0,0.004,0.012,2.18
730,4/6/2018 10:35,,,BWIL,62,7.04,581,0.41,0.02,0,0.72,0.007,7.22
731,4/6/2018 10:40,,,WIL,85,7.03,228,0.32,0.02,0,0.35,0.007,5.47
732,4/6/2018 11:30,,,UQL,69,6.95,158,0.34,0.02,0,0.222,0.007,5.95
733,4/6/2018 13:30,,,RIC,78,6.79,411,0.41,0.04,0.052,0.601,0.012,5.23
734,4/6/2018 4:00,,,QUE,129,7.18,32.6,0.52,0.02,0.189,0.071,0.007,5.83
735,4/6/2018 8:00,,,QUE,95,7.05,225,0.93,0.01,0.53,0.461,0.012,8.13
736,4/6/2018 10:00,,,QUE,78,7.03,737,0.83,0.03,0.121,1.018,0.021,8.31
737,4/6/2018 22:00,,,QUE,84,7.02,190,0.38,0.01,0,0.292,0.012,33.9
738,4/7/2018 4:00,,,QUE,85,7.11,199,0.31,0,0,0.278,0.025,6.01
739,4/7/2018 14:00,,,QUE,98,6.95,134,0.66,0.03,0.288,0.208,0.007,3.29
740,4/8/2018 2:00,,,QUE,105,7.01,49.4,0.32,0.02,0,0.08,0.007,3.05
741,4/12/2018 9:40,,,QUE,128,7.07,13.5,0.18,0.03,0,0.015,0.012,2.77
742,4/12/2018 8:30,,,SFC,35,7.01,24.9,2.29,0.45,0,0.33,0.061,1.27
743,4/10/2018 13:33,,,POR,108,6.85,11.4,0.19,0.02,0,0.013,0.007,2.48
744,4/6/2018 8:00,,,TRE,91,6.8,145,0.34,0.02,0,0.298,0.012,5.39
745,4/10/2018 10:15,,,TRE,109,6.9,10.9,0,0.03,0,0.01,0.012,1.33
746,4/10/2018 11:45,,,BWIL,116,7.07,20.3,0.25,0.02,0,0.039,0.016,1.45
747,4/10/2018 11:50,,,WIL,130,7.13,11.8,0.11,0.03,0,0.018,0.03,1.17
748,4/10/2018 13:45,,,OGI,95,7.04,7.24,0.4,0.03,0,0.004,0.012,2.07
749,4/10/2018 9:25,,,ZIE,99,7.09,13.3,0.26,0.02,0,0.004,0.016,1.39
750,4/10/2018 10:25,,,YOC,107,7.15,16.8,0.17,0.01,0,0.007,0.007,1.47
751,4/6/2018 5:22,,,ZIE,103,7.1,22.3,0.47,0.02,0,0.042,0.012,5.27
752,4/6/2018 7:22,,,ZIE,84,7.05,69.7,0.41,0.02,0,0.088,0.012,6.82
753,4/6/2018 11:22,,,ZIE,65,7.03,700,0.67,0.03,0,0.747,0.007,5.01
754,4/6/2018 19:22,,,ZIE,67,6.97,1000,0.47,0.02,0,1.166,0.007,3.28
755,4/7/2018 9:50,,,ZIE,76,6.91,981,0.64,0.01,0,0.939,0.016,2.26
756,4/8/2018 1:50,,,ZIE,86,6.99,24.5,0.28,0.02,0,0.007,0.021,2.44
757,4/8/2018 19:50,,,ZIE,92,7.02,19.2,0.17,0.02,0,0.013,0.007,1.6
758,4/10/2018 12:50,,,RIC,118,7.09,4.73,0.13,0.01,0,0.001,0.007,1.93
759,4/10/2018 13:00,,,SFC,126,7.18,10.3,0.34,0.02,0,0.007,0.021,2.3
760,4/10/2018 9:43,,,UQL,123,7.15,19.5,0.24,0.01,0,0.015,0.016,1.5
761,4/10/2018 11:41,,,ASEQ,132,7.2,14,0.25,0.02,0,0.015,0.007,1.95
762,4/10/2018 11:45,,,SEQ,113,7.22,16.9,0.26,0.05,0,0.018,0.007,2.58
763,4/10/2018 14:51,,,QUE,135,7.21,11,0.26,0.01,0,0.01,0.007,2.2
764,4/10/2018 13:10,,,SFC,9,6.56,2.41,0.4,0.01,0,0.062,0.07,1.03
765,4/6/2018 4:00,,,UQL,114,6.66,13.7,0.27,0.01,0,0.021,0.007,3.12
766,4/6/2018 8:00,,,UQL,91,7.04,31.2,0.34,0.01,0,0.074,0.007,5.32
767,4/6/2018 10:00,,,UQL,74,7,97.5,0.28,0.01,0,0.152,0.007,5.93
768,4/6/2018 12:00,,,UQL,71,6.97,226,0.53,0.01,0,0.321,0.007,5.47
769,4/6/2018 22:00,,,UQL,81,6.96,31.7,0.27,0.01,0,0.036,0.007,3.64
770,4/7/2018 2:00,,,UQL,77,6.9,29.5,0.43,0.01,0,0.045,0.007,3.83
771,4/7/2018 12:00,,,UQL,84,6.85,38.6,0.36,0.1,0,0.071,0.007,2.97
772,4/8/2018 2:00,,,UQL,97,7.06,17.7,0.37,0.01,0,0.01,0.007,2.21
773,4/6/2018 4:00,,,TRE,110,6.93,18,0.47,0.08,0,0.059,0.007,3.84
774,4/6/2018 12:00,,,TRE,78,6.82,348,0.55,0.01,0,0.557,0.007,3.42
775,4/6/2018 22:00,,,TRE,88,6.73,647,0.69,0.01,0,0.694,0.007,2.46
776,4/7/2018 2:00,,,TRE,87,6.69,888,0.62,0.01,0,0.828,0.007,2.34
777,4/7/2018 10:00,,,TRE,92,6.76,495,0.39,0.01,0,0.514,0.007,1.87
