sample,datetime,id,branch,SUBWS,ec,ph,turb,tn,nh4n,no3n,tp,po4,doc,time_round,date_group,tn_avg,nh4n_avg,no3n_avg,tp_avg,po4_avg,doc_avg,volume_cf,rainfall_mm,mean_Q_cfs,sd_Q_cfs,min_Q_cfs,max_Q_cfs,volume_liters,rain_ft,runoff_ft,runoff_ratio,vol_shift,rain_liters,tn_avg_grams,nh4n_avg_grams,no3n_avg_grams,tp_avg_grams,po4_avg_grams,doc_avg_grams,tn_avg_kg,nh4n_avg_kg,no3n_avg_kg,tp_avg_kg,po4_avg_kg,doc_avg_kg,tn_avg_ha,nh4n_avg_ha,no3n_avg_ha,tp_avg_ha,po4_avg_ha,doc_avg_ha
188,2017-02-09T18:00:00Z,DU manual,SF,UQL,74,7.57,45.1,0.17,0.03,0,0.057,0.004,5.52,2017-02-09T18:00:00Z,22,0.15000000000000002,0.015,0,0.048,0.003,4.3149999999999995,50418,0.05,4.668333333333333,0.4728791662595773,3.91,5.38,1427678.792046,1.3123384646828754e-13,0.03747192002898578,285535485222.8675,3271904.0668313997,6250,490.78561002471,49.078561002471,0,157.05139520790718,9.815712200494199,14118.266048377487,0.49078561002471,0.049078561002470995,0,0.1570513952079072,0.0098157122004942,14.118266048377487,0.0392628488019768,0.00392628488019768,0,0.012564111616632576,7.85256976039536e-4,1.129461283870199
189,2017-02-09T21:00:00Z,DU01,SF,UQL,74,7.54,40.8,0.25,0.18,0,0.051,0.002,4.48,2017-02-09T21:00:00Z,23,0.21000000000000002,0.105,0,0.054,0.003,5,83634,0.21,2.323166666666667,0.7078027391258982,1.45,3.83,2368251.181998,5.511821551668075e-13,0.062158882932766,112773757913.0342,1427678.792046,26249.999999999996,299.81254632966005,149.90627316483,0,77.094654770484,4.283036376138001,7138.393960230001,0.29981254632966003,0.14990627316483,0,0.07709465477048401,0.004283036376138001,7.13839396023,0.023985003706372802,0.0119925018531864,0,0.00616757238163872,3.4264291009104006e-4,0.5710715168184
190,2017-02-10T07:00:00Z,DU05,SF,UQL,79,7.49,38.4,0.26,0.16,0,0.048,0.002,3.51,2017-02-10T07:00:00Z,24,0.255,0.16999999999999998,0,0.0495,0.002,3.995,70669.2,0.14,0.8179305555555556,0.25698024883363757,0.487,1.43,2001128.9240124,3.674547701112051e-13,0.05252311894387722,142937643530.8809,2368251.181998,17500.000000000004,603.9040514094901,402.60270093965994,0,117.22843350890102,4.736502363996,9461.16347208201,0.6039040514094901,0.40260270093965994,0,0.11722843350890101,0.004736502363996,9.46116347208201,0.04831232411275921,0.032208216075172796,0,0.009378274680712081,3.7892018911968e-4,0.7568930777665608
191,2017-02-11T07:00:00Z,DU17,SF,UQL,87,7.49,27.1,0.22,0.13,0,0.039,0.004,2.58,2017-02-11T07:00:00Z,25,0.24,0.14500000000000002,0,0.0435,0.003,3.045,350845.32,4.26,0.42744312865497075,0.32826875958420676,0.0803,1.46,9934833.24710604,1.1181123719098096e-11,0.2607570267282305,23321182492.850903,2001128.9240124,532500,480.270941762976,290.163693981798,0,87.0491081945394,6.0033867720372,6093.437573617758,0.480270941762976,0.29016369398179803,0,0.0870491081945394,0.0060033867720372,6.093437573617758,0.03842167534103808,0.023213095518543843,0,0.006963928655563152,4.80270941762976e-4,0.48747500588942067
212,2017-02-20T19:00:00Z,DU13,SF,UQL,91,7.39,24.4,0.33,0.16,0,0.027,0,3.24,2017-02-20T19:00:00Z,26,0.275,0.14500000000000002,0,0.033,0.002,2.91,22000.8,0.6,0.7639166666666667,0.1872922205712902,0.58,1.23,622993.2874775999,1.5748061576194502e-12,0.01635154544356599,10383211523.813028,9934833.24710604,75000,2732.0791429541614,1440.5508208303759,0,327.8494971544993,19.86966649421208,28910.36474907858,2.7320791429541615,1.4405508208303759,0,0.32784949715449935,0.019869666494212082,28.91036474907858,0.21856633143633292,0.11524406566643007,0,0.02622795977235995,0.0015895733195369665,2.312829179926286
213,2017-02-21T03:00:00Z,DU17,SF,UQL,108,7.39,23.6,0.33,0.01,0,0.033,0.009,2.12,2017-02-21T03:00:00Z,27,0.33,0.085,0,0.03,0.0045,2.68,22872,0.47000000000000003,1.5883333333333334,0.226785987349243,1.25,1.95,647662.924584,1.2335981568019028e-12,0.016999043097761964,13780049041.117167,622993.2874775999,58750,205.58778486760798,52.95442943559599,0,18.689798624327995,2.8034697936491995,1669.6220104399679,0.20558778486760798,0.052954429435595994,0,0.018689798624327996,0.002803469793649199,1.669622010439968,0.016447022789408638,0.004236354354847679,0,0.0014951838899462397,2.2427758349193594e-4,0.13356976083519745
214,2017-02-21T07:00:00Z,DU19,SF,UQL,86,7.53,28.6,0.37,0.18,0,0.033,0,3.73,2017-02-21T07:00:00Z,28,0.35,0.095,0,0.033,0.0045,2.925,64026,0.26,1.7785,0.18487581723040514,1.44,2.04,1813014.446022,6.824160016350951e-13,0.047585726363121174,69731258131.55603,647662.924584,32500.000000000004,226.6820236044,61.52797783548,0,21.372876511272004,2.914483160628,1894.4140544082,0.22668202360439998,0.06152797783548,0,0.021372876511272003,0.002914483160628,1.8944140544081998,0.018134561888352,0.0049222382268384,0,0.0017098301209017602,2.3315865285023998e-4,0.15155312435265597
215,2017-02-21T17:00:00Z,DU 24,SF,UQL,84,7.47,28.9,0.35,0.19,0,0.03,0,3.1,2017-02-21T17:00:00Z,29,0.36,0.185,0,0.0315,0,3.415,80430.6,0.09,0.83781875,0.2806462862946993,0.466,1.42,2277540.9943182003,2.362209236429175e-13,0.059778035842027524,253059868364.54324,1813014.446022,11250,652.68520056792,335.40767251407,0,57.10995504969299,0,6191.44433316513,0.65268520056792,0.33540767251407,0,0.057109955049693,0,6.19144433316513,0.0522148160454336,0.0268326138011256,0,0.00456879640397544,0,0.49531554665321037
216,2017-02-22T19:40:00Z,Manual,SF,UQL,89,7.41,27.1,0.14,0.01,0,0.027,0.001,2.54,2017-02-22T19:40:00Z,30,0.245,0.1,0,0.028499999999999998,5e-4,2.8200000000000003,243858.54,4.23,0.10140491516966067,0.14668939544324805,0.02,0.981,6905304.96682338,1.1102383411217125e-11,0.18124177296333113,16324582411.756403,2277540.9943182003,528750.0000000001,557.9975436079591,227.75409943182004,0,64.9099183380687,1.1387704971591002,6422.665603977325,0.5579975436079591,0.22775409943182004,0,0.06490991833806871,0.0011387704971591002,6.422665603977325,0.04463980348863673,0.018220327954545604,0,0.005192793467045497,9.110163977272802e-5,0.513813248318186
255,2017-03-22T16:40:00Z,NA,SF,UQL,110,7.57,42.6,0.65,0,0,0.052,0,2.11,2017-03-22T16:40:00Z,31,0.395,0.005,0,0.0395,5e-4,2.325,32486.4,0.79,0.20824615384615386,0.06212225604060675,0.136,0.357,919912.4183808,2.073494774198943e-12,0.024144705915142284,11644449851.32415,6905304.96682338,98750,2727.5954618952355,34.526524834116906,0,272.7595461895235,3.4526524834116903,16054.83404786436,2.7275954618952354,0.0345265248341169,0,0.2727595461895235,0.0034526524834116905,16.05483404786436,0.21820763695161882,0.002762121986729352,0,0.021820763695161883,2.762121986729352e-4,1.2843867238291489
228,2017-03-24T12:00:00Z,NA,SF,UQL,121,8.09,31.1,0.37,0.14,0.02,0.041,0,2.06,2017-03-24T12:00:00Z,32,0.51,0.07,0.01,0.0465,0,2.085,1751.3999999999999,0.33999999999999997,0.24325,0.03929405460464378,0.19,0.306,49594.1258358,8.923901559843551e-13,0.0013016843337452038,1458649364.3123784,919912.4183808,42499.99999999999,469.155333374208,64.39386928665601,9.199124183808001,42.77592745470721,0,1918.017392323968,0.469155333374208,0.06439386928665601,0.009199124183808001,0.04277592745470721,0,1.918017392323968,0.03753242666993664,0.0051515095429324805,7.359299347046402e-4,0.0034220741963765767,0,0.15344139138591745
